signature_id;severity;description;signature_name
21595;Medium;This signature detects the PeerCast application requesting a channel.;Audit: P2P Peercast Application
21596;Medium;This signature detects the Jabber IM client connection.;Audit: Jabber IM Client Connection
21597;Medium;This signature detects the ICQ IM client application making an ICQ request/update for tasks, such as requesting user info, updating user info, people search, sending sms, requesting parameters, requesting offline messages, and unregistration.;Audit: AIM ICQ Request (OSCAR)
21598;Medium;This signature detects the Soulseek application sending the SetWait Port message to the server.;Audit: P2P SoulSeek Usage
21599;Medium;This signature detects the TOC client login process.;Audit: TOC (AOL) IM Usage
21600;Medium;This signature detects the QQ client login packet.;Audit: QQ IM Login Packet
21601;High;This signature detects Polip communicating with peers/controllers using backdoor channels.;W32 Polip Backdoor Communication
21602;High;This signature detects file requests indicative of Polip communication on the Gnutella network.;W32 Polip Gnutella Communication
21603;High;This signature detects the Adware MatrixSearch installation request.;HTTP MatrixSearch Installation Request
21604;Medium;This signature detects usage of the Piolet Manolito Client and Blubster Manolito Client.;Audit: P2P Manolito Client Usage
21605;High;This signature detects the Adware MatrixSearch activity.;HTTP MatrixSearch Activity
21611;Medium;This signature detects the adware Adblock's installation request.;Adblock Install Download
21612;Medium;This signature detects the adware Adblock's redirect activity.;Adblock Redirect Activity
21613;Medium;This signature detects the adware Adblock's update activity.;Adblock Update Activity
21614;Medium;This signature detects the usage of the Mute P2P client.;Audit: P2P Mute Usage
21615;High;This signature detects the adware Adroar's installation request.;System Infected: Adware Adroar Install Request
21616;High;This signature detects the adware Adroar's update request.;System Infected: Adware.Adroar Update Activity
21617;High;This signature detects installation activities of the spyware Apropos.;System Infected: Spyware.007SPY Install Request
21620;Medium;This signature detects the adware 7FASST's user tracking activity.;7FASST User Tracking Activity
21621;Medium;This signature detects the adware 7FASST's search activity.;7FASST Search Activity
21624;High;This signature detects a heap overflow in the Microsoft Exchange Information Store Service.;STMP MS Exchange Calendar BO
21626;High;An attacker can reset administrative privileges and gain control of the TrueMobile WAP/router.;HTTP Dell TrueMobile Remote Cred Reset
21627;Medium;This signature detects the adware Adbars' installation request.;System Infected: Adware.Adbars Install Request
21629;Medium;This signature detects the adware Adblock's update activity.;System Infected: Adware.Adbars Search Activity
21630;High;This signature detects the adware Adultlinks' installation request.;System Infected: Adware.Adultlinks Install Request
21631;Medium;This signature detects the adware Alexa's user information tracking activity.;Alexa User Info Tracking
21632;Medium;This signature detects the adware Alexa's installation request.;Alexa Installation Request
21633;Medium;This signature detects the Adware Zuvio activity.;HTTP Zuvio Install Request
21634;Medium;Adware.ZeroPopUp is an Internet Explorer Browser Helper Object that installs an Internet Explorer toolbar with a Search bar and Pop-up stopper. It also takes over the Search settings to point the user to znext.com or searchxl.com.;System Infected: Adware.Zeropopup Install Request
21639;Medium;This signature detects the adware Offeragent's installation request.;System Infected: Adware.OfferAgent Install Request
21640;Medium;This signature detects the adware Offeragent's advertisement pop-up activity.;System Infected: Adware.OfferAgent Ad Popup Activity
21641;High;This signature detects the VNC client requesting NULL authentication when the VNC server does not support NULL authentication.;Attack: RealVNC NULL Auth Bypass Attempt CVE-2006-2369
21642;High;This signature detects attempts to exploit an information disclosure vulnerability in the Simple PHP Blog application.;HTTP Simple PHP Blog Info. Disc.
21643;High;This signature detects attempts to exploit an arbitrary file upload vulnerability in the Simple PHP Blog application.;HTTP Simple PHP Blog Arbitrary Upload
21644;Medium;This signature detects attempts to exploit SQL injection vulnerabilities in the PHPNuke Search Module.;HTTP PhpNuke Search Module SQL Injection
21645;High;This signature detects the CommWarrior variants (D,E,F,G,H) propagating using MMS encapsulated messages.;GTP CommWarrior (D,E,F,G,H) MMSE Prop.
21646;High;This signature detects the Trojan installation file, if it is transmitted using MMS encapsulated messages over the GTP version 0 user plane.;GTP V0(U) SymbOS.CommDropper (B) File
21647;High;This signature detects the Trojan installation file, if it is transmitted using MMS encapsulated messages over the GTP version 1 user plane.;GTP V1(U) SymbOS.CommDropper (B) File
21648;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 84
21649;High;This signature detects attempts to exploit a vulnerability in Symantec Antivirus Corporate Edition.;Symantec AV Stack Overflow
21651;High;This signature detects Barok's information stealing activity.;Trojan Barok Infostealing Activity
21655;High;This signature detects attempts to exploit an Information Disclosure vulnerability in .NET 2.0. An attacker who successfully exploited this vulnerability could remotely attempt to access objects in the App_Code folder explicitly by name.;HTTP ASP.NET App Folder Info. Disc.
21656;High;This signature detects attempts to exploit a COM Object Instantiation vulnerability in Microsoft Internet Explorer.;HTTP MovieMaker ComObj CodeExec (CLSID)
21657;High;This signature detects attempts to exploit a remote code execution vulnerability in Microsoft Internet Explorer that uses a malformed HTML file. An attacker could exploit the vulnerability by constructing a specially crafted HTML file that could allow remote code execution.;HTTP MSIE Multiple Style Tags Code Exec
21658;High;This signature detects malformed PNG files that could cause a buffer overflow in Windows Media Player.;HTTP WMP Malformed PNG Handling BO
21659;High;This signature detects the long URI provided to the MHTML tag that causes buffer overflow.;HTTP MSIE MHTML URI BO
21662;High;This signature detects attempts to exploit a remote code exection vulnerability in the kernel driver SRV.SYS for the SMB protocol;OS Attack: SMB Srv.sys Driver Remote Code Execution CVE-2006-1314
21663;High;This signature detects attempts to exploit a remote code execution vulnerability in the Routing and Remote Access Service. An attacker who successfully exploits this vulnerability could take complete control of the affected system.;OS Attack: MSRPC RRAS Buffer Overflow
21664;High;This signature detects the installation of the TAF toolbar.;System Infected: Adware.TAFbar Install Request
21665;Medium;This signature detects attempts to instantiate COM objects that may corrupt the system memory and lead to remote code execution.;Web Attack: Microsoft Internet Explorer COM Object Instantiation Code Execution CVE-2006-1303
21666;Medium;This signature detects the Adware UCMore's installation request.;HTTP UCMore Install Request
21667;High;This signature detects an HTTP request to a web server that attempts to exploit a buffer overflow remotely to a Working Resources BadBlue webserver.;HTTP BadBlue MFCISAPI Cmd BO
21668;High;WebAdmin is prone to a buffer overflow due to insufficient bounds checking on the USER parameter.;Alt-N WebAdmin USER Buffer Overflow
